序号	文件名	环ID	节点	路由耗时(ns)
3562	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	445
3563	QmP7bE8tMNC67wq3Zb53GseXWLW6fpf3mJrQhu8kxnpMTZ	ring3	node31	683
3564	QmYUHFzEvPsoseNWcHtqE18Ao8HPBRktLPoDMKpdDYvHQV	ring3	node11	531
3565	QmfFzMB7oZhmTZ8aXEj2anhBL6zk4KnuV2LqwV7vZQWwF4	ring3	node19	628
3566	QmdEc1fv1z11gadXB4xQYGXiZYiZw6K87qZwtnReHzaUdo	ring0	node32	589
3567	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	738
3568	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	565
3569	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	497
3570	QmZXyKSJ4xQzmJTubKdcfJWhAtSZzCFGFpAzm3WhBhSZ7i	ring3	node39	604
3571	QmVVdrbwDqzVLhoWZBFQxLxLcsjv5Yzc8uMzieUSJudTjK	ring2	node34	673
3572	QmPyovdyAg585D36SonrKX39nSkjzB39hX3UE6vDsCxtQ1	ring2	node26	544
3573	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	584
3574	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	670
3575	QmWNa64XjA78QvK3zG2593bSMizkDXXcubDHjnRDYUivqt	ring3	node15	533
3576	QmU4Qm5YEKy5yHmdAgU2fD7PjZLgrYTUUbxTydqG2QK3TT	ring3	node11	618
3577	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	480
3578	QmVtN9HD81dbe2ywt9Z87kdLHVsEEJZu98mNRhagWUZq3r	ring2	node6	516
3579	QmbGBarApQVD142hsPFfJBUADGQDMZABBWyACTNdpggzfp	ring0	node24	494
3580	QmY3xT8rsaZbD1FweGNpMeDwyAupfEUCfsbhU4EVM5nX7f	ring3	node7	675
3581	QmZFnUm3bjSyEPrvxEa3fR9eUxnkfQeLmPTzDhAmCWtbMZ	ring3	node3	592
3582	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	496
3583	Qmd3SSRQEjFquk79sGTecfjxFHmxx3YAJBb7pLuC7fbeXQ	ring3	node15	573
3584	QmUy2aSNBkEtRgiA8xCNDiyN6wALDRcbasia4jM7JLC1cv	ring0	node8	565
3585	QmeKLzUApSGCaBd4RcudRm8PwKRHukk2CfnkK5ekqS2BuR	ring1	node13	1223
3586	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	618
3587	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	532
3588	QmbdfdkVhM8feZDwajFMErwpPw9Kd5cohbaKrcWrZNCzQ3	ring0	node12	605
3589	QmY3xT8rsaZbD1FweGNpMeDwyAupfEUCfsbhU4EVM5nX7f	ring3	node7	538
3590	QmWKmFAz7ZLGbuN1LBc5ubjx6Q71qhUpkNRrwt8qTmBqL6	ring2	node10	620
3591	QmQN9HhFTFBFz9vv9oC2ki1dcSAfvE8QRDmf6G6i9oMmd9	ring0	node32	530
3592	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	505
3593	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	532
3594	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	561
3595	QmQ8VTioNZ66x8trs6AfJ7ctzs8pH57uSXVHNiNQLqbUPg	ring2	node10	554
3596	QmREGJBeksyFe2mmk9iRNa4CKjyFNoj4VHPA4694mfrXNL	ring0	node12	558
3597	QmbfwoSQMsZsXdss72dZCCPhgf3uFi4J6uTkovjGRrrSmf	ring1	node33	537
3598	QmdEc1fv1z11gadXB4xQYGXiZYiZw6K87qZwtnReHzaUdo	ring0	node32	497
3599	QmeSjSinHpPnmXmspMjwiXyN6zS4E9zccariGR3jxcaWtq	ring1	node1	528
3600	QmY2QfabugbWYdG6U3aaZ3eS8VV4QWbhPg1Z8MXPqyWodw	ring1	node5	558
3601	QmSEosra1k99PvfNViBb551jTmFBLqoLm2dTmLmthw5mBr	ring3	node39	567
3602	QmZXyKSJ4xQzmJTubKdcfJWhAtSZzCFGFpAzm3WhBhSZ7i	ring3	node39	1210
3603	QmcLCohZfkbohmW568Ux2mNRWM3d3ftL61uTxSyhorCGJx	ring2	node22	518
3604	QmcWZo7DrxQLVfmPri5BRL6L5AocVwCwkqrnv45w21rnnm	ring1	node33	569
3605	Qma8gCcSbx854Yvx26J6ArL6MFky6BcnnRtjMGkFvJD789	ring0	node36	498
3606	QmddaQS5pWU6yS8Cr5LFB6we9UUVpNEm4cg4B359F1XY3A	ring0	node32	596
3607	QmP7bE8tMNC67wq3Zb53GseXWLW6fpf3mJrQhu8kxnpMTZ	ring3	node31	532
3608	QmfFzMB7oZhmTZ8aXEj2anhBL6zk4KnuV2LqwV7vZQWwF4	ring3	node19	767
3609	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	463
3610	QmQFuNPHWeYL2D66wtwNXEJ8hpcdsJiQi8SF2ef6DQiGCo	ring2	node26	564
3611	QmUPdy2A4ksMSrS55uvRPFeRbyMU523azRVsaGhmvjx89m	ring0	node24	514
3612	QmecRGd4u5DdhYJEg9CwRJjq4xWGDy3CkMWVCgg55cG9FR	ring2	node10	571
3613	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	521
3614	QmYUHFzEvPsoseNWcHtqE18Ao8HPBRktLPoDMKpdDYvHQV	ring3	node11	545
3615	QmXYFMtYVBJBKjgGwf6MmrKhVtNdbVjLQCPLCu99hpAu47	ring3	node35	562
3616	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	483
3617	QmbX84ZxzBhsqS4qeDqoyEzs3pcS49WDHa9XqpWs9E1SPA	ring2	node18	482
3618	QmeKLzUApSGCaBd4RcudRm8PwKRHukk2CfnkK5ekqS2BuR	ring1	node13	531
3619	QmRwECkUhvJAB9VDdje7rvBj8eKag2G18RN58wZGYeJFqs	ring2	node34	523
3620	QmQTasZ3xiE5aQBijyrdEzjJCGdizjBBXPEJZibtPqk2nk	ring3	node11	570
3621	QmZmCyWErriVRMUc1pc7UjCo2AtA9qyFcbHN8gJYC9J9WJ	ring1	node25	491
3622	Qme2iJsYd1vw1nD3DB5q7yJSjCK962v2DUeMQ3diREKaX5	ring0	node8	570
3623	QmQ4S2ZjcfNgoXc5X8NTsgXRGHQ8tkcbX3QHsmW6BAnEAr	ring1	node5	529
3624	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	556
3625	QmXYFMtYVBJBKjgGwf6MmrKhVtNdbVjLQCPLCu99hpAu47	ring3	node35	560
3626	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	506
3627	QmbX84ZxzBhsqS4qeDqoyEzs3pcS49WDHa9XqpWs9E1SPA	ring2	node18	560
3628	QmXYFMtYVBJBKjgGwf6MmrKhVtNdbVjLQCPLCu99hpAu47	ring3	node35	530
3629	QmfFzMB7oZhmTZ8aXEj2anhBL6zk4KnuV2LqwV7vZQWwF4	ring3	node19	543
3630	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	544
3631	QmP7bE8tMNC67wq3Zb53GseXWLW6fpf3mJrQhu8kxnpMTZ	ring3	node31	549
3632	QmePERuSk6kmLPBknRgSH9NitZLXqQSWQ3yLZzhuhqPTpy	ring1	node13	566
3633	Qmejswp5Q8pidS8VnEttqnSh4w61KiYBwL3UBTh4BkgARs	ring1	node29	667
3634	QmY6io9JS8np9jJ6i7VDjJaF86BTvo4PvKZZz7JdFqzpfc	ring2	node38	560
3635	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	526
3636	QmZtrtckm1AFQVZMatmZArwUrGjNCpY98DXFwevsHb7sUF	ring1	node13	584
3637	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	507
3638	QmRrvd14SFRT7SLqHDkL6Fz5BA6Vw1FH5tyRTXPd2VLJoR	ring0	node4	603
3639	QmYpfYC2UgvAtxifJozE3AqzVvknaGe3S9GjqtmYKPwka3	ring0	node0	653
3640	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	539
3641	QmY6io9JS8np9jJ6i7VDjJaF86BTvo4PvKZZz7JdFqzpfc	ring2	node38	589
3642	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	512
3643	QmR2ugh4VLQUsvynyo6XfXrJQGNyjsTHCR6jVBzmpKxoHr	ring0	node4	596
3644	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	1095
3645	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	647
3646	Qmek7LF6NWTVLmhu2g8tDtE5XHAjtmycUMsy6U5XFb4jft	ring1	node29	737
3647	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	596
3648	QmcqatM9xEgNBnBaMZLbbHFf6T95u4Cg3vtxMHQKrwprSm	ring3	node11	685
3649	QmXLBn7d5VzNV4uWaBa72QwxngabsD9JMgk6mHiWbbTB6B	ring3	node31	590
3650	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	605
3651	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	528
3652	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	541
3653	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	491
3654	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	504
3655	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	574
3656	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	466
3657	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	580
3658	QmWAanRT4W3sSps6ZW9NHFLSG2uSX3AUrbfi5UCrDhv4Ba	ring3	node11	606
3659	QmUfkDLTUSd3pdfNvZsZZ7Rvt3pPbY9mYqA9uFCXL2oY7j	ring2	node22	518
3660	QmYJ9ZZtbkXf8DqBaUhuRJmAtBB9j1Ept5KRmrjLb8DoJ3	ring0	node20	538
3661	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	464
3662	QmZFnUm3bjSyEPrvxEa3fR9eUxnkfQeLmPTzDhAmCWtbMZ	ring3	node3	601
3663	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	483
3664	QmZE7pvzDfnC22wxZEA6cBWkv41euHvhZgTRfaqVaMVvxz	ring0	node36	589
3665	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	564
3666	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	486
3667	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	469
3668	QmWAanRT4W3sSps6ZW9NHFLSG2uSX3AUrbfi5UCrDhv4Ba	ring3	node11	561
3669	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	500
3670	QmWZCD62M75pDqP6jgyhLFY9xHdbScJrvsx6ZgL9Vsjxzn	ring2	node26	600
3671	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	473
3672	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	488
3673	QmVwqTVwQELNJZEnw8kSd2oLb2P1AwY1ACHTD2UqhCqjD7	ring1	node33	523
3674	Qmejswp5Q8pidS8VnEttqnSh4w61KiYBwL3UBTh4BkgARs	ring1	node29	534
3675	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	489
3676	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	483
3677	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	488
3678	QmYbeFzL89hh6U9oYFd8gimSkencMJGDZn1m43sB9cPqVq	ring3	node15	601
3679	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	495
3680	QmQN9HhFTFBFz9vv9oC2ki1dcSAfvE8QRDmf6G6i9oMmd9	ring0	node32	555
3681	QmeKLzUApSGCaBd4RcudRm8PwKRHukk2CfnkK5ekqS2BuR	ring1	node13	521
3682	QmePERuSk6kmLPBknRgSH9NitZLXqQSWQ3yLZzhuhqPTpy	ring1	node13	535
3683	QmYvyxWStnzEEftb2mMjz1FYGtqypJ2pJ5R2oJsQTWSTEz	ring2	node2	598
3684	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	540
3685	QmXwHsbG9Qhz7VCaiQD2NStXZkyNRicKPGZQcFiiaG9iWc	ring2	node22	605
3686	QmdTD7uY31KHYzrcxx19sfLyeNJ7qogMcmwu1FhLjwAtxv	ring2	node26	580
3687	QmP7bE8tMNC67wq3Zb53GseXWLW6fpf3mJrQhu8kxnpMTZ	ring3	node31	1469
3688	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	471
3689	QmZXyKSJ4xQzmJTubKdcfJWhAtSZzCFGFpAzm3WhBhSZ7i	ring3	node39	555
3690	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	521
3691	QmYUHFzEvPsoseNWcHtqE18Ao8HPBRktLPoDMKpdDYvHQV	ring3	node11	648
3692	QmcLo2euHaEdeRfaugQMYsomSw8akSPKRvdahPvdL9rw1p	ring0	node24	569
3693	QmZtrtckm1AFQVZMatmZArwUrGjNCpY98DXFwevsHb7sUF	ring1	node13	535
3694	QmUs5aRDY3mQwT7p2eawqWwLiiNVgXXAL2TgW7TPpnVLPk	ring0	node12	567
3695	QmW4YjMeeT3ct29VVwPewvSSjGJzAyhJxUFBGzTHY1PxAG1779.json	ring1	node17	1152
3696	QmQN9HhFTFBFz9vv9oC2ki1dcSAfvE8QRDmf6G6i9oMmd9	ring0	node32	543
3697	QmXLBn7d5VzNV4uWaBa72QwxngabsD9JMgk6mHiWbbTB6B	ring3	node31	512
3698	QmeR7G6Wvr3gMcjxaTSqHZZcCYaQaFB2pm8uVAZcamNS9P	ring2	node14	558
3699	QmUPdy2A4ksMSrS55uvRPFeRbyMU523azRVsaGhmvjx89m	ring0	node24	557
3700	QmSRHZZHAja9VC6k2ttfTMn9tGaAaAE1hmSuSvt1hETuvD	ring3	node31	595
3701	QmYbeFzL89hh6U9oYFd8gimSkencMJGDZn1m43sB9cPqVq	ring3	node15	592
3702	QmecRGd4u5DdhYJEg9CwRJjq4xWGDy3CkMWVCgg55cG9FR	ring2	node10	543
3703	Qma7faQzW97G95S99LL5BgACUMjPRgfrCp3wXoQfLCuUvu	ring2	node22	614
3704	QmVwJBDoUWiuQwRN38hBmhhwBqv2qkTBPTk7P7nTiunVGX	ring2	node30	1259
3705	QmYUHFzEvPsoseNWcHtqE18Ao8HPBRktLPoDMKpdDYvHQV	ring3	node11	555
3706	Qma7faQzW97G95S99LL5BgACUMjPRgfrCp3wXoQfLCuUvu	ring2	node22	495
3707	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	495
3708	QmY9qxKoa87bK3jAzJYZxBtV4FHhG9EhssxA6AHsvNogJW	ring1	node13	622
3709	QmNan63K8UxXzhCAcBhy2Xy4gj2SjGBQiySkFDGt2krA9i	ring0	node32	561
3710	QmS2Y7PkcZQLcPYDwqCRTB9Psa9ftGqHiwdzp15H6rDK7D	ring1	node9	545
3711	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	631
3712	QmPdECKFzHWrWrHd8wuXn88jK5NUoMs4Ajzis9FAq6mqqK	ring3	node23	636
3713	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	499
3714	QmefXDXgGB8XUqPQeXuWwVycn3Yf6JCJcW11C6L8cguKSK	ring2	node34	500
3715	QmT6Q3LspDDuwGLoedAmTB96mzNHuhrryPPnj8xzq9AgRt	ring3	node7	558
3716	QmZFnUm3bjSyEPrvxEa3fR9eUxnkfQeLmPTzDhAmCWtbMZ	ring3	node3	727
3717	QmXwHsbG9Qhz7VCaiQD2NStXZkyNRicKPGZQcFiiaG9iWc	ring2	node22	518
3718	QmbX84ZxzBhsqS4qeDqoyEzs3pcS49WDHa9XqpWs9E1SPA	ring2	node18	592
3719	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	499
3720	QmXt5wkK1psTXG8S9DVPNiuCmi8cgzw92cyn4pRVAAdiea	ring3	node27	547
3721	QmdonupABBe5xP93d6ZEc2EmyirEPu7Psrm3f5Wf5i6yf2	ring2	node14	516
3722	QmeKLzUApSGCaBd4RcudRm8PwKRHukk2CfnkK5ekqS2BuR	ring1	node13	594
3723	QmQUJGjFd6JPUQKSy7ufH15uvM7BQ1bVhgQy5vd2GQ7wyz	ring1	node5	559
3724	QmRCu8yCtFmjSmp27DmwKmpUMAm4raWuBb7LhFCeAFCnEM	ring3	node27	564
3725	Qme46Fdn3LaT6zXyE5CxzDRfJvhvVwBjhux7XamjEnVKje	ring3	node31	567
3726	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	545
3727	QmXYFMtYVBJBKjgGwf6MmrKhVtNdbVjLQCPLCu99hpAu47	ring3	node35	547
3728	QmYbeFzL89hh6U9oYFd8gimSkencMJGDZn1m43sB9cPqVq	ring3	node15	529
3729	QmbD93e3XgeKSdcQzCryt9opACQ6b9ofLvDbL8S5ZpohSb	ring3	node11	554
3730	QmXYFMtYVBJBKjgGwf6MmrKhVtNdbVjLQCPLCu99hpAu47	ring3	node35	544
3731	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	567
3732	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	526
3733	QmXwHsbG9Qhz7VCaiQD2NStXZkyNRicKPGZQcFiiaG9iWc	ring2	node22	489
3734	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	633
3735	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	552
3736	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	509
3737	QmaTSsLDABDazmLfsKb6iJgzbM14VuyPStsXBVocSWqq63	ring0	node24	544
3738	QmUPdy2A4ksMSrS55uvRPFeRbyMU523azRVsaGhmvjx89m	ring0	node24	506
3739	QmY88banyMqCkzoHgJaDbtYiztDkkd81DP8EATpsnTLNUj	ring1	node21	587
3740	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	537
3741	QmSDPE1wcxBD8i9sBpALjE2pkuyqb9pvPM2bu66ERuH4zq	ring2	node14	576
3742	QmY3xT8rsaZbD1FweGNpMeDwyAupfEUCfsbhU4EVM5nX7f	ring3	node7	573
3743	QmTx1dYy3tDinVpYX63az4HfJmLab9XE5bRN2Kczv66bTx	ring3	node35	563
3744	Qmei1f1fyesJVZRKFNdBxPJZRsQVZsz4Gwi5qUptgRn5sd	ring2	node22	575
3745	QmZXyKSJ4xQzmJTubKdcfJWhAtSZzCFGFpAzm3WhBhSZ7i	ring3	node39	534
3746	Qmbdb7Hm6h4AvkBFTg3g7HMeg7129hQUp3Wz7F99Arxui7	ring1	node29	549
3747	QmddaQS5pWU6yS8Cr5LFB6we9UUVpNEm4cg4B359F1XY3A	ring0	node32	512
3748	QmYUHFzEvPsoseNWcHtqE18Ao8HPBRktLPoDMKpdDYvHQV	ring3	node11	552
3749	QmQN9HhFTFBFz9vv9oC2ki1dcSAfvE8QRDmf6G6i9oMmd9	ring0	node32	625
3750	QmP3CX6NwbXkNftXg24y38cQJbFoYY1coV3jJiB5m9Fv8w	ring2	node14	530
3751	QmSRHZZHAja9VC6k2ttfTMn9tGaAaAE1hmSuSvt1hETuvD	ring3	node31	617
3752	QmbfwoSQMsZsXdss72dZCCPhgf3uFi4J6uTkovjGRrrSmf	ring1	node33	580
3753	QmVwJBDoUWiuQwRN38hBmhhwBqv2qkTBPTk7P7nTiunVGX	ring2	node30	566
3754	Qmbza635LYdGB5BJUDGpumSs4bBmVd1UtcbR2R6Vq1nNvg	ring3	node39	560
3755	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	499
3756	QmUVcqBYntKcD3hnkG5xyHjAfTNtRCoboiQJWoFjxGF6NR	ring1	node5	480
3757	QmXLBn7d5VzNV4uWaBa72QwxngabsD9JMgk6mHiWbbTB6B	ring3	node31	529
3758	QmeKLzUApSGCaBd4RcudRm8PwKRHukk2CfnkK5ekqS2BuR	ring1	node13	494
3759	QmR6fLLxAriUST7c6GpZhMNk12k3tGa7WTAPv2dfVkv1tN	ring2	node22	564
3760	QmV1txx1ntCTSm2WRBHc2snLX7JgwUohpHa9zJDWuKu88n	ring2	node30	538
3761	QmPXrWG4NgC2LqWRQr3pyvc45xX2CHNASBJFda19bFUWEF	ring1	node37	565
3762	QmbmPDc1PNmxKfpixsk2oF8DAV6Yqs5QwhtwUWJtw8jSDF	ring2	node38	598
3763	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	1431
3764	Qmejswp5Q8pidS8VnEttqnSh4w61KiYBwL3UBTh4BkgARs	ring1	node29	688
3765	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	561
3766	QmXwHsbG9Qhz7VCaiQD2NStXZkyNRicKPGZQcFiiaG9iWc	ring2	node22	540
3767	QmSrwFp6e1qYwv2fxsYXFvU7TNhViCtsnUA4ZxSeLsCE11	ring3	node15	577
3768	QmVKZYfcfbtjszUtpE3qEHgXh8DRi8bdyjambXt69n7Cvw	ring0	node36	575
3769	QmWPyDxNKTSw1rH3xfp1zGk5mPjrfXw1JfGNTW2dkZU8tH	ring2	node26	573
3770	QmWeom6tDpChvKD3sJg2AHrXRcsihr9bgA55BCccaNpw7Y	ring0	node36	695
3771	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	492
3772	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	575
3773	QmXLBn7d5VzNV4uWaBa72QwxngabsD9JMgk6mHiWbbTB6B	ring3	node31	2000
3774	QmbX84ZxzBhsqS4qeDqoyEzs3pcS49WDHa9XqpWs9E1SPA	ring2	node18	527
3775	QmT6Q3LspDDuwGLoedAmTB96mzNHuhrryPPnj8xzq9AgRt	ring3	node7	527
3776	QmSKpeM9hsfrq2GCJA3xQiDcQFm3Xp9GQbj33RiCUWDHzC	ring0	node36	610
3777	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	678
3778	QmYbeFzL89hh6U9oYFd8gimSkencMJGDZn1m43sB9cPqVq	ring3	node15	603
3779	QmQFuNPHWeYL2D66wtwNXEJ8hpcdsJiQi8SF2ef6DQiGCo	ring2	node26	690
3780	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	478
3781	QmPQ2ep7iqVBw5a3se6UbYGhh9m2Lxd7bKQLLEu5qP48xn	ring1	node1	566
3782	QmXUWiYG7ZMs6JS1nm6DxeMt7mYSQWiu3fnnaJg9fkXRU3	ring3	node15	585
3783	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	464
3784	Qme2iJsYd1vw1nD3DB5q7yJSjCK962v2DUeMQ3diREKaX5	ring0	node8	547
3785	QmdgqdLLMSWErdjo8SpD2oDv18R4KGuxxLnei6B3D8rJ8e	ring1	node17	612
3786	QmZdmAJLugBYjFm1heWqA9rbAkr4hvHbgH3Mf2EaJWFNUU	ring0	node0	845
3787	QmUPdy2A4ksMSrS55uvRPFeRbyMU523azRVsaGhmvjx89m	ring0	node24	496
3788	QmecRGd4u5DdhYJEg9CwRJjq4xWGDy3CkMWVCgg55cG9FR	ring2	node10	510
3789	QmXYFMtYVBJBKjgGwf6MmrKhVtNdbVjLQCPLCu99hpAu47	ring3	node35	552
3790	QmZXyKSJ4xQzmJTubKdcfJWhAtSZzCFGFpAzm3WhBhSZ7i	ring3	node39	570
3791	Qmei1f1fyesJVZRKFNdBxPJZRsQVZsz4Gwi5qUptgRn5sd	ring2	node22	562
3792	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	536
3793	QmfFzMB7oZhmTZ8aXEj2anhBL6zk4KnuV2LqwV7vZQWwF4	ring3	node19	567
3794	QmePERuSk6kmLPBknRgSH9NitZLXqQSWQ3yLZzhuhqPTpy	ring1	node13	822
3795	QmeKLzUApSGCaBd4RcudRm8PwKRHukk2CfnkK5ekqS2BuR	ring1	node13	485
3796	Qmaie6esikKP66Rv9qd9aHU7Jh3XsLxDQcMTg2hoqV5Qeo	ring0	node12	635
3797	QmVtN9HD81dbe2ywt9Z87kdLHVsEEJZu98mNRhagWUZq3r	ring2	node6	537
3798	QmT6Q3LspDDuwGLoedAmTB96mzNHuhrryPPnj8xzq9AgRt	ring3	node7	528
3799	QmYUHFzEvPsoseNWcHtqE18Ao8HPBRktLPoDMKpdDYvHQV	ring3	node11	505
3800	QmTjKaJoB9ZzYhsVQ2j1KiogJPUaAMLBG55bKmDBoKs2Zt	ring0	node0	507
3801	QmWEXAh2ybZoCbdUyLaYDdmXut4kiih71wQzXBaJvqZCra	ring2	node10	607
3802	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	647
3803	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	497
3804	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	689
3805	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	566
